popul,TVnews,selfLR,ClinLR,DoleLR,PID,age,educ,income,vote,logpopul
22.0,7.0,5.0,2.0,7.0,2.0,43.0,7.0,20.0,0.0,3.095577608523707
1.0,0.0,4.0,3.0,5.0,6.0,39.0,4.0,20.0,1.0,0.0953101798043249
2.0,2.0,4.0,3.0,7.0,1.0,27.0,3.0,20.0,0.0,0.7419373447293773
34.0,4.0,6.0,2.0,6.0,6.0,30.0,6.0,20.0,1.0,3.529297384289471
33.0,2.0,6.0,2.0,6.0,4.0,33.0,6.0,20.0,1.0,3.4995332823830174
10.0,1.0,2.0,3.0,7.0,0.0,32.0,5.0,20.0,0.0,2.312535423847214
290.0,7.0,5.0,2.0,6.0,6.0,31.0,6.0,20.0,1.0,5.670225691127358
0.0,2.0,5.0,3.0,7.0,2.0,27.0,5.0,20.0,0.0,-2.302585092994045
76.0,3.0,2.0,2.0,6.0,0.0,36.0,4.0,20.0,0.0,4.33204826486764
20.0,7.0,3.0,2.0,6.0,2.0,45.0,5.0,20.0,0.0,3.0007198150650303
0.0,5.0,4.0,6.0,5.0,2.0,51.0,3.0,20.0,0.0,-2.302585092994045
0.0,0.0,6.0,2.0,3.0,5.0,36.0,4.0,20.0,1.0,-2.302585092994045
0.0,7.0,6.0,4.0,6.0,4.0,47.0,7.0,20.0,1.0,-2.302585092994045
470.0,4.0,4.0,4.0,6.0,1.0,42.0,6.0,20.0,0.0,6.152945438030085
9.0,6.0,6.0,1.0,5.0,6.0,70.0,6.0,20.0,1.0,2.2082744135228043
0.0,0.0,3.0,3.0,6.0,3.0,40.0,4.0,20.0,0.0,-2.302585092994045
0.0,7.0,2.0,5.0,7.0,0.0,38.0,3.0,20.0,0.0,-2.302585092994045
8.0,0.0,5.0,1.0,6.0,4.0,29.0,3.0,20.0,1.0,2.091864061678393
1.0,0.0,4.0,2.0,5.0,6.0,58.0,3.0,20.0,1.0,0.0953101798043249
1.0,7.0,4.0,6.0,1.0,2.0,28.0,3.0,20.0,0.0,0.0953101798043249
7.0,1.0,6.0,3.0,6.0,5.0,30.0,4.0,20.0,1.0,1.9600947840472696
0.0,3.0,4.0,3.0,6.0,2.0,48.0,5.0,20.0,0.0,-2.302585092994045
170.0,0.0,6.0,2.0,6.0,6.0,35.0,4.0,20.0,1.0,5.136386499401816
270.0,3.0,6.0,7.0,6.0,0.0,38.0,3.0,20.0,0.0,5.59879226079857
0.0,0.0,4.0,2.0,5.0,4.0,56.0,7.0,20.0,1.0,-2.302585092994045
13.0,4.0,5.0,3.0,6.0,5.0,62.0,4.0,20.0,1.0,2.5726122302071057
10.0,7.0,6.0,1.0,6.0,5.0,56.0,4.0,20.0,1.0,2.312535423847214
22.0,0.0,6.0,2.0,5.0,6.0,32.0,3.0,20.0,1.0,3.095577608523707
640.0,5.0,4.0,5.0,7.0,1.0,50.0,5.0,20.0,0.0,6.461624414147958
900.0,3.0,3.0,4.0,6.0,1.0,45.0,6.0,20.0,0.0,6.802505868263039
22.0,7.0,3.0,3.0,4.0,0.0,36.0,6.0,20.0,0.0,3.095577608523707
62.0,1.0,6.0,2.0,6.0,6.0,49.0,4.0,20.0,1.0,4.128745988939433
110.0,2.0,7.0,1.0,6.0,6.0,31.0,6.0,20.0,1.0,4.701389043728634
84.0,4.0,2.0,3.0,6.0,2.0,33.0,7.0,20.0,0.0,4.432006566978902
0.0,1.0,6.0,2.0,6.0,6.0,35.0,4.0,20.0,1.0,-2.302585092994045
13.0,2.0,4.0,2.0,5.0,4.0,73.0,4.0,20.0,1.0,2.5726122302071057
20.0,7.0,6.0,1.0,5.0,6.0,54.0,5.0,20.0,1.0,3.0007198150650303
0.0,3.0,4.0,2.0,7.0,1.0,48.0,3.0,20.0,0.0,-2.302585092994045
16.0,3.0,6.0,2.0,6.0,4.0,65.0,4.0,20.0,1.0,2.778819271990417
6.0,7.0,5.0,6.0,5.0,6.0,46.0,4.0,20.0,0.0,1.8082887711792652
12.0,0.0,2.0,2.0,6.0,0.0,45.0,7.0,20.0,0.0,2.4932054526026954
0.0,7.0,6.0,2.0,5.0,6.0,65.0,7.0,20.0,1.0,-2.302585092994045
0.0,0.0,6.0,2.0,6.0,6.0,45.0,6.0,20.0,1.0,-2.302585092994045
170.0,7.0,4.0,1.0,5.0,4.0,89.0,7.0,20.0,1.0,5.136386499401816
100.0,0.0,5.0,3.0,6.0,4.0,32.0,4.0,20.0,0.0,4.606169686321175
5.0,4.0,6.0,4.0,4.0,1.0,38.0,4.0,20.0,0.0,1.62924053973028
3500.0,5.0,2.0,4.0,2.0,5.0,33.0,4.0,20.0,1.0,8.16054681849792
71.0,4.0,6.0,2.0,5.0,6.0,49.0,7.0,20.0,1.0,4.264087336809195
4.0,7.0,5.0,2.0,6.0,5.0,64.0,6.0,20.0,1.0,1.410986973710262
7300.0,5.0,5.0,4.0,7.0,1.0,55.0,4.0,20.0,0.0,8.895643325672793
7.0,0.0,3.0,3.0,5.0,1.0,56.0,7.0,20.0,0.0,1.9600947840472696
290.0,4.0,4.0,5.0,3.0,5.0,30.0,6.0,20.0,0.0,5.670225691127358
0.0,0.0,5.0,4.0,6.0,5.0,41.0,7.0,20.0,1.0,-2.302585092994045
0.0,1.0,6.0,2.0,5.0,6.0,39.0,5.0,20.0,1.0,-2.302585092994045
520.0,7.0,4.0,4.0,6.0,4.0,34.0,3.0,20.0,0.0,6.254021100779027
430.0,5.0,4.0,5.0,7.0,1.0,53.0,3.0,20.0,0.0,6.064017739789691
9.0,2.0,3.0,3.0,6.0,2.0,40.0,6.0,20.0,0.0,2.2082744135228043
40.0,0.0,3.0,3.0,6.0,1.0,48.0,6.0,20.0,0.0,3.691376334312523
2.0,7.0,6.0,5.0,5.0,5.0,59.0,4.0,20.0,0.0,0.7419373447293773
75.0,7.0,6.0,2.0,4.0,4.0,54.0,4.0,20.0,1.0,4.318820558770089
170.0,0.0,3.0,5.0,6.0,1.0,41.0,6.0,20.0,0.0,5.136386499401816
170.0,1.0,2.0,3.0,6.0,0.0,41.0,6.0,20.0,0.0,5.136386499401816
640.0,5.0,5.0,3.0,6.0,4.0,63.0,7.0,20.0,0.0,6.461624414147958
2800.0,1.0,7.0,1.0,6.0,4.0,39.0,3.0,20.0,1.0,7.937410409811269
9.0,3.0,7.0,2.0,5.0,4.0,46.0,3.0,20.0,0.0,2.2082744135228043
150.0,7.0,4.0,3.0,6.0,0.0,55.0,3.0,20.0,0.0,5.011301738639416
0.0,7.0,4.0,1.0,5.0,3.0,42.0,3.0,20.0,1.0,-2.302585092994045
0.0,7.0,6.0,3.0,6.0,4.0,58.0,2.0,20.0,1.0,-2.302585092994045
100.0,0.0,3.0,2.0,6.0,2.0,42.0,4.0,20.0,0.0,4.606169686321175
33.0,7.0,4.0,3.0,4.0,2.0,40.0,6.0,20.0,1.0,3.4995332823830174
310.0,7.0,5.0,2.0,5.0,1.0,56.0,6.0,20.0,1.0,5.736894826106403
53.0,1.0,4.0,5.0,2.0,2.0,37.0,4.0,20.0,0.0,3.972176928247893
13.0,2.0,3.0,2.0,6.0,2.0,37.0,6.0,20.0,0.0,2.5726122302071057
290.0,6.0,5.0,1.0,5.0,5.0,49.0,6.0,20.0,1.0,5.670225691127358
310.0,7.0,6.0,1.0,6.0,6.0,63.0,4.0,20.0,1.0,5.736894826106403
0.0,7.0,6.0,2.0,5.0,6.0,30.0,7.0,20.0,1.0,-2.302585092994045
54.0,7.0,4.0,2.0,6.0,4.0,62.0,5.0,20.0,1.0,3.990834185852436
1600.0,0.0,4.0,3.0,6.0,1.0,30.0,6.0,20.0,0.0,7.377821406274829
14.0,0.0,6.0,3.0,6.0,6.0,34.0,6.0,20.0,1.0,2.6461747973841225
25.0,7.0,6.0,3.0,6.0,5.0,41.0,4.0,20.0,1.0,3.2228678461377385
45.0,0.0,4.0,5.0,4.0,6.0,43.0,3.0,20.0,1.0,3.8088822465086327
20.0,2.0,5.0,2.0,6.0,4.0,33.0,5.0,20.0,0.0,3.0007198150650303
18.0,6.0,4.0,3.0,5.0,5.0,67.0,7.0,20.0,1.0,2.89591193827178
740.0,7.0,5.0,1.0,6.0,0.0,55.0,5.0,20.0,1.0,6.606785312203421
9.0,6.0,2.0,2.0,6.0,0.0,33.0,5.0,20.0,0.0,2.2082744135228043
5.0,0.0,6.0,1.0,5.0,5.0,61.0,4.0,20.0,1.0,1.62924053973028
7300.0,7.0,4.0,1.0,6.0,4.0,45.0,3.0,20.0,0.0,8.895643325672793
81.0,7.0,4.0,3.0,7.0,0.0,34.0,3.0,20.0,0.0,4.395682961121367
190.0,1.0,6.0,2.0,6.0,6.0,35.0,3.0,20.0,1.0,5.247550249494384
51.0,1.0,4.0,4.0,5.0,2.0,50.0,6.0,20.0,0.0,3.933784497209659
7300.0,7.0,3.0,4.0,2.0,0.0,38.0,4.0,20.0,0.0,8.895643325672793
350.0,0.0,6.0,2.0,6.0,5.0,56.0,3.0,20.0,1.0,5.85821882796062
27.0,2.0,4.0,1.0,6.0,5.0,31.0,3.0,20.0,1.0,3.299533727885655
33.0,5.0,6.0,1.0,4.0,5.0,40.0,7.0,20.0,1.0,3.4995332823830174
50.0,4.0,3.0,2.0,6.0,0.0,44.0,3.0,20.0,0.0,3.914021008090819
1.0,7.0,6.0,5.0,2.0,2.0,39.0,4.0,20.0,0.0,0.0953101798043249
11.0,1.0,4.0,3.0,6.0,1.0,45.0,3.0,20.0,0.0,2.4069451083182885
51.0,5.0,3.0,3.0,6.0,0.0,72.0,6.0,20.0,0.0,3.933784497209659
160.0,7.0,2.0,3.0,5.0,1.0,44.0,7.0,20.0,0.0,5.075798620002669
16.0,7.0,1.0,3.0,6.0,0.0,61.0,7.0,21.0,0.0,2.778819271990417
110.0,6.0,6.0,2.0,6.0,6.0,34.0,7.0,21.0,1.0,4.701389043728634
110.0,4.0,5.0,2.0,5.0,5.0,61.0,6.0,21.0,1.0,4.701389043728634
13.0,6.0,3.0,3.0,7.0,1.0,67.0,4.0,21.0,0.0,2.5726122302071057
220.0,7.0,4.0,1.0,4.0,6.0,38.0,6.0,21.0,1.0,5.394081988532416
470.0,7.0,4.0,2.0,6.0,1.0,50.0,6.0,21.0,0.0,6.152945438030085
22.0,6.0,6.0,1.0,6.0,6.0,62.0,4.0,21.0,1.0,3.095577608523707
9.0,2.0,6.0,3.0,6.0,5.0,36.0,6.0,21.0,1.0,2.2082744135228043
22.0,3.0,6.0,3.0,5.0,4.0,50.0,6.0,21.0,1.0,3.095577608523707
190.0,2.0,4.0,2.0,7.0,1.0,30.0,6.0,21.0,0.0,5.247550249494384
100.0,5.0,6.0,2.0,6.0,6.0,59.0,5.0,21.0,1.0,4.606169686321175
14.0,7.0,3.0,3.0,6.0,0.0,62.0,6.0,21.0,0.0,2.6461747973841225
0.0,7.0,4.0,3.0,6.0,3.0,40.0,4.0,21.0,0.0,-2.302585092994045
180.0,1.0,6.0,1.0,6.0,6.0,30.0,4.0,21.0,1.0,5.19351225218191
3.0,6.0,3.0,2.0,6.0,2.0,47.0,3.0,21.0,0.0,1.1314021114911006
51.0,2.0,5.0,2.0,6.0,1.0,41.0,6.0,21.0,0.0,3.933784497209659
9.0,2.0,6.0,1.0,6.0,6.0,35.0,7.0,21.0,1.0,2.2082744135228043
0.0,7.0,5.0,2.0,6.0,6.0,45.0,4.0,21.0,1.0,-2.302585092994045
0.0,2.0,4.0,2.0,6.0,4.0,34.0,6.0,21.0,1.0,-2.302585092994045
71.0,2.0,5.0,7.0,2.0,2.0,55.0,3.0,21.0,0.0,4.264087336809195
290.0,1.0,5.0,3.0,6.0,2.0,37.0,4.0,21.0,0.0,5.670225691127358
45.0,3.0,5.0,2.0,4.0,4.0,61.0,7.0,21.0,1.0,3.8088822465086327
0.0,3.0,4.0,5.0,4.0,1.0,62.0,2.0,21.0,0.0,-2.302585092994045
26.0,1.0,5.0,2.0,6.0,6.0,54.0,6.0,21.0,1.0,3.261935314328648
87.0,3.0,2.0,3.0,6.0,1.0,33.0,6.0,21.0,0.0,4.467056883858457
0.0,0.0,2.0,3.0,6.0,1.0,50.0,6.0,21.0,0.0,-2.302585092994045
630.0,0.0,3.0,4.0,7.0,2.0,37.0,3.0,21.0,0.0,6.44587853694801
50.0,5.0,5.0,3.0,6.0,3.0,44.0,3.0,21.0,1.0,3.914021008090819
35.0,7.0,4.0,3.0,4.0,3.0,78.0,3.0,21.0,0.0,3.55820113047182
180.0,7.0,6.0,2.0,4.0,6.0,56.0,3.0,21.0,0.0,5.19351225218191
32.0,0.0,2.0,3.0,4.0,2.0,29.0,6.0,21.0,0.0,3.4688560301359703
0.0,7.0,3.0,2.0,5.0,4.0,52.0,6.0,21.0,0.0,-2.302585092994045
51.0,1.0,6.0,4.0,5.0,1.0,31.0,3.0,21.0,0.0,3.933784497209659
40.0,0.0,6.0,3.0,6.0,6.0,34.0,7.0,21.0,1.0,3.691376334312523
0.0,2.0,5.0,3.0,6.0,5.0,31.0,7.0,21.0,1.0,-2.302585092994045
0.0,7.0,4.0,3.0,5.0,2.0,43.0,6.0,21.0,0.0,-2.302585092994045
0.0,1.0,4.0,4.0,3.0,5.0,31.0,3.0,21.0,1.0,-2.302585092994045
1.0,6.0,6.0,1.0,6.0,6.0,63.0,7.0,21.0,1.0,0.0953101798043249
7.0,2.0,2.0,3.0,7.0,4.0,38.0,4.0,21.0,0.0,1.9600947840472696
0.0,2.0,6.0,2.0,6.0,6.0,31.0,5.0,21.0,1.0,-2.302585092994045
71.0,2.0,2.0,1.0,7.0,0.0,64.0,3.0,21.0,0.0,4.264087336809195
75.0,2.0,3.0,2.0,5.0,5.0,55.0,7.0,21.0,0.0,4.318820558770089
55.0,1.0,2.0,2.0,6.0,0.0,41.0,3.0,21.0,0.0,4.009149716158869
290.0,4.0,3.0,4.0,5.0,5.0,38.0,4.0,21.0,1.0,5.670225691127358
88.0,4.0,6.0,3.0,6.0,5.0,28.0,6.0,21.0,1.0,4.478472532942134
0.0,7.0,4.0,3.0,5.0,5.0,42.0,5.0,21.0,1.0,-2.302585092994045
16.0,7.0,2.0,4.0,3.0,1.0,43.0,4.0,21.0,0.0,2.778819271990417
75.0,1.0,5.0,1.0,6.0,5.0,37.0,4.0,21.0,1.0,4.318820558770089
220.0,1.0,4.0,2.0,6.0,3.0,47.0,5.0,21.0,0.0,5.394081988532416
3.0,5.0,5.0,1.0,6.0,5.0,52.0,7.0,21.0,1.0,1.1314021114911006
130.0,0.0,5.0,2.0,6.0,5.0,32.0,4.0,21.0,1.0,4.86830338551846
0.0,5.0,4.0,4.0,3.0,2.0,29.0,3.0,21.0,0.0,-2.302585092994045
110.0,2.0,6.0,2.0,5.0,4.0,56.0,3.0,21.0,1.0,4.701389043728634
12.0,7.0,4.0,3.0,5.0,5.0,63.0,7.0,21.0,1.0,2.4932054526026954
180.0,3.0,3.0,3.0,6.0,1.0,35.0,5.0,21.0,0.0,5.19351225218191
93.0,7.0,4.0,3.0,5.0,3.0,36.0,4.0,21.0,1.0,4.533674184283021
170.0,7.0,4.0,2.0,7.0,0.0,75.0,5.0,21.0,0.0,5.136386499401816
31.0,5.0,3.0,3.0,6.0,1.0,48.0,6.0,21.0,0.0,3.4372078191851885
62.0,4.0,7.0,2.0,6.0,6.0,36.0,5.0,21.0,1.0,4.128745988939433
30.0,4.0,4.0,3.0,6.0,2.0,34.0,6.0,21.0,0.0,3.40452517175483
66.0,7.0,4.0,3.0,7.0,1.0,35.0,5.0,21.0,0.0,4.191168746857641
3.0,3.0,5.0,2.0,5.0,6.0,50.0,4.0,21.0,1.0,1.1314021114911006
18.0,3.0,5.0,2.0,5.0,6.0,39.0,7.0,21.0,1.0,2.89591193827178
350.0,5.0,5.0,4.0,6.0,5.0,70.0,7.0,21.0,1.0,5.85821882796062
71.0,7.0,4.0,2.0,5.0,6.0,76.0,3.0,21.0,1.0,4.264087336809195
3500.0,5.0,5.0,2.0,5.0,5.0,35.0,6.0,21.0,1.0,8.16054681849792
0.0,0.0,3.0,4.0,3.0,3.0,53.0,7.0,21.0,1.0,-2.302585092994045
360.0,6.0,5.0,2.0,6.0,4.0,46.0,6.0,21.0,1.0,5.88638177065483
81.0,2.0,5.0,2.0,5.0,4.0,34.0,4.0,21.0,1.0,4.395682961121367
350.0,5.0,4.0,4.0,6.0,5.0,69.0,4.0,21.0,0.0,5.85821882796062
190.0,1.0,5.0,2.0,5.0,1.0,32.0,3.0,21.0,0.0,5.247550249494384
0.0,7.0,5.0,1.0,6.0,6.0,50.0,2.0,21.0,1.0,-2.302585092994045
290.0,1.0,5.0,3.0,6.0,6.0,35.0,6.0,21.0,1.0,5.670225691127358
18.0,0.0,6.0,1.0,6.0,6.0,67.0,5.0,21.0,1.0,2.89591193827178
11.0,3.0,5.0,5.0,6.0,5.0,47.0,3.0,21.0,0.0,2.4069451083182885
2.0,2.0,6.0,3.0,5.0,4.0,50.0,6.0,21.0,1.0,0.7419373447293773
570.0,0.0,6.0,2.0,6.0,4.0,32.0,3.0,21.0,1.0,6.3458117840375365
310.0,3.0,5.0,4.0,6.0,2.0,58.0,5.0,21.0,0.0,5.736894826106403
1.0,7.0,3.0,2.0,7.0,0.0,49.0,7.0,21.0,0.0,0.0953101798043249
0.0,2.0,6.0,3.0,6.0,1.0,43.0,4.0,21.0,1.0,-2.302585092994045
35.0,1.0,5.0,2.0,6.0,5.0,24.0,6.0,21.0,1.0,3.55820113047182
22.0,7.0,5.0,3.0,4.0,2.0,58.0,7.0,21.0,0.0,3.095577608523707
2.0,1.0,2.0,2.0,5.0,0.0,43.0,4.0,21.0,0.0,0.7419373447293773
0.0,7.0,4.0,3.0,6.0,5.0,59.0,3.0,21.0,1.0,-2.302585092994045
0.0,3.0,6.0,1.0,6.0,6.0,40.0,5.0,21.0,1.0,-2.302585092994045
310.0,0.0,5.0,2.0,7.0,0.0,35.0,4.0,21.0,0.0,5.736894826106403
470.0,5.0,2.0,3.0,5.0,1.0,48.0,4.0,21.0,0.0,6.152945438030085
0.0,4.0,6.0,1.0,6.0,6.0,40.0,3.0,21.0,1.0,-2.302585092994045
270.0,3.0,3.0,2.0,7.0,0.0,48.0,3.0,21.0,0.0,5.59879226079857
110.0,0.0,2.0,4.0,6.0,0.0,47.0,7.0,21.0,0.0,4.701389043728634
50.0,3.0,6.0,4.0,1.0,1.0,23.0,3.0,21.0,0.0,3.914021008090819
0.0,0.0,6.0,1.0,6.0,6.0,38.0,3.0,21.0,1.0,-2.302585092994045
3.0,7.0,6.0,2.0,6.0,6.0,81.0,7.0,21.0,1.0,1.1314021114911006
31.0,5.0,3.0,3.0,6.0,1.0,48.0,6.0,21.0,0.0,3.4372078191851885
22.0,7.0,5.0,6.0,2.0,4.0,52.0,3.0,21.0,0.0,3.095577608523707
83.0,2.0,4.0,1.0,6.0,3.0,24.0,6.0,21.0,1.0,4.420044701861403
9.0,0.0,4.0,2.0,6.0,1.0,21.0,5.0,21.0,0.0,2.2082744135228043
5.0,7.0,5.0,2.0,6.0,5.0,70.0,6.0,21.0,1.0,1.62924053973028
0.0,7.0,7.0,1.0,7.0,6.0,24.0,6.0,21.0,1.0,-2.302585092994045
0.0,7.0,4.0,3.0,5.0,1.0,57.0,7.0,21.0,0.0,-2.302585092994045
0.0,6.0,3.0,5.0,6.0,4.0,37.0,6.0,21.0,0.0,-2.302585092994045
27.0,1.0,3.0,5.0,3.0,5.0,25.0,5.0,21.0,0.0,3.299533727885655
110.0,1.0,6.0,5.0,1.0,1.0,33.0,3.0,21.0,0.0,4.701389043728634
0.0,7.0,4.0,6.0,3.0,0.0,45.0,3.0,22.0,0.0,-2.302585092994045
0.0,3.0,5.0,2.0,7.0,5.0,42.0,6.0,22.0,0.0,-2.302585092994045
350.0,3.0,3.0,3.0,6.0,2.0,47.0,6.0,22.0,0.0,5.85821882796062
0.0,7.0,6.0,1.0,6.0,6.0,51.0,7.0,22.0,1.0,-2.302585092994045
5.0,7.0,5.0,4.0,6.0,5.0,85.0,2.0,22.0,0.0,1.62924053973028
15.0,4.0,3.0,3.0,6.0,2.0,32.0,7.0,22.0,0.0,2.714694743820879
35.0,7.0,3.0,3.0,6.0,2.0,31.0,7.0,22.0,0.0,3.55820113047182
0.0,2.0,4.0,3.0,6.0,2.0,23.0,6.0,22.0,0.0,-2.302585092994045
75.0,3.0,3.0,3.0,6.0,0.0,42.0,6.0,22.0,0.0,4.318820558770089
0.0,5.0,6.0,2.0,5.0,5.0,55.0,6.0,22.0,1.0,-2.302585092994045
16.0,7.0,6.0,2.0,6.0,6.0,45.0,6.0,22.0,1.0,2.778819271990417
0.0,1.0,6.0,2.0,5.0,6.0,35.0,7.0,22.0,1.0,-2.302585092994045
0.0,0.0,2.0,4.0,6.0,0.0,45.0,6.0,22.0,0.0,-2.302585092994045
0.0,0.0,3.0,3.0,5.0,2.0,42.0,3.0,22.0,0.0,-2.302585092994045
4.0,1.0,6.0,2.0,6.0,5.0,37.0,4.0,22.0,1.0,1.410986973710262
62.0,0.0,4.0,4.0,4.0,5.0,38.0,3.0,22.0,1.0,4.128745988939433
0.0,3.0,2.0,2.0,6.0,1.0,47.0,7.0,22.0,0.0,-2.302585092994045
4.0,7.0,4.0,2.0,6.0,2.0,32.0,6.0,22.0,0.0,1.410986973710262
56.0,2.0,5.0,2.0,6.0,5.0,35.0,6.0,22.0,1.0,4.027135812528651
2.0,6.0,4.0,2.0,6.0,5.0,38.0,4.0,22.0,1.0,0.7419373447293773
0.0,0.0,4.0,4.0,4.0,3.0,40.0,3.0,22.0,0.0,-2.302585092994045
75.0,7.0,6.0,2.0,5.0,6.0,62.0,6.0,22.0,1.0,4.318820558770089
10.0,2.0,2.0,2.0,6.0,1.0,28.0,7.0,22.0,0.0,2.312535423847214
0.0,6.0,6.0,2.0,5.0,6.0,59.0,5.0,22.0,1.0,-2.302585092994045
0.0,2.0,1.0,2.0,6.0,0.0,25.0,6.0,22.0,0.0,-2.302585092994045
220.0,2.0,4.0,2.0,6.0,6.0,31.0,6.0,22.0,1.0,5.394081988532416
0.0,1.0,7.0,2.0,6.0,6.0,45.0,4.0,22.0,1.0,-2.302585092994045
75.0,0.0,5.0,2.0,7.0,5.0,42.0,6.0,22.0,0.0,4.318820558770089
0.0,3.0,2.0,2.0,5.0,1.0,56.0,7.0,22.0,0.0,-2.302585092994045
140.0,5.0,3.0,3.0,6.0,1.0,47.0,7.0,22.0,0.0,4.942356453342962
290.0,1.0,6.0,2.0,5.0,5.0,38.0,6.0,22.0,1.0,5.670225691127358
350.0,7.0,4.0,3.0,7.0,2.0,47.0,6.0,22.0,0.0,5.85821882796062
55.0,1.0,5.0,2.0,6.0,6.0,49.0,4.0,22.0,1.0,4.009149716158869
31.0,3.0,3.0,3.0,6.0,2.0,29.0,7.0,22.0,0.0,3.4372078191851885
17.0,7.0,2.0,2.0,6.0,0.0,57.0,6.0,22.0,0.0,2.8390784635086144
51.0,4.0,6.0,3.0,5.0,6.0,68.0,3.0,22.0,1.0,3.933784497209659
140.0,7.0,2.0,2.0,4.0,0.0,76.0,6.0,22.0,0.0,4.942356453342962
9.0,4.0,6.0,2.0,6.0,5.0,66.0,6.0,22.0,1.0,2.2082744135228043
0.0,7.0,5.0,1.0,6.0,4.0,59.0,4.0,22.0,1.0,-2.302585092994045
640.0,7.0,5.0,3.0,6.0,4.0,37.0,7.0,22.0,0.0,6.461624414147958
32.0,2.0,5.0,2.0,6.0,6.0,38.0,6.0,22.0,1.0,3.4688560301359703
5.0,7.0,6.0,2.0,6.0,5.0,47.0,7.0,22.0,1.0,1.62924053973028
8.0,1.0,5.0,2.0,4.0,5.0,36.0,7.0,22.0,1.0,2.091864061678393
18.0,0.0,5.0,4.0,6.0,0.0,45.0,7.0,22.0,0.0,2.89591193827178
0.0,6.0,5.0,2.0,6.0,5.0,39.0,7.0,22.0,1.0,-2.302585092994045
0.0,1.0,3.0,2.0,6.0,1.0,34.0,6.0,22.0,0.0,-2.302585092994045
0.0,3.0,6.0,6.0,4.0,0.0,49.0,4.0,22.0,0.0,-2.302585092994045
31.0,2.0,6.0,2.0,6.0,5.0,36.0,6.0,22.0,1.0,3.4372078191851885
350.0,7.0,6.0,1.0,6.0,6.0,81.0,5.0,22.0,1.0,5.85821882796062
20.0,1.0,5.0,2.0,6.0,4.0,29.0,4.0,22.0,1.0,3.0007198150650303
70.0,3.0,5.0,3.0,4.0,0.0,45.0,6.0,22.0,0.0,4.249922794040544
31.0,3.0,5.0,2.0,6.0,5.0,21.0,4.0,22.0,1.0,3.4372078191851885
3.0,7.0,2.0,4.0,3.0,6.0,33.0,6.0,22.0,1.0,1.1314021114911006
9.0,7.0,4.0,4.0,2.0,2.0,44.0,3.0,23.0,0.0,2.2082744135228043
59.0,1.0,2.0,2.0,6.0,4.0,52.0,7.0,23.0,0.0,4.079230924412053
27.0,2.0,3.0,5.0,7.0,1.0,38.0,4.0,23.0,0.0,3.299533727885655
51.0,4.0,2.0,3.0,6.0,2.0,44.0,5.0,23.0,0.0,3.933784497209659
9.0,7.0,6.0,2.0,6.0,6.0,87.0,7.0,23.0,1.0,2.2082744135228043
0.0,2.0,7.0,2.0,6.0,5.0,22.0,3.0,23.0,1.0,-2.302585092994045
88.0,0.0,3.0,3.0,5.0,2.0,32.0,6.0,23.0,1.0,4.478472532942134
67.0,0.0,4.0,5.0,6.0,4.0,69.0,3.0,23.0,0.0,4.206184043977636
29.0,2.0,6.0,2.0,5.0,6.0,49.0,6.0,23.0,1.0,3.370738174177447
5.0,0.0,6.0,2.0,6.0,6.0,53.0,3.0,23.0,1.0,1.62924053973028
0.0,0.0,6.0,1.0,6.0,5.0,44.0,6.0,23.0,1.0,-2.302585092994045
900.0,1.0,6.0,2.0,7.0,5.0,34.0,6.0,23.0,1.0,6.802505868263039
18.0,1.0,6.0,1.0,5.0,5.0,55.0,7.0,23.0,1.0,2.89591193827178
190.0,2.0,3.0,3.0,6.0,0.0,35.0,6.0,23.0,0.0,5.247550249494384
2.0,7.0,4.0,5.0,5.0,3.0,55.0,3.0,23.0,0.0,0.7419373447293773
5.0,3.0,6.0,3.0,5.0,5.0,27.0,6.0,23.0,1.0,1.62924053973028
56.0,3.0,4.0,4.0,5.0,1.0,26.0,6.0,23.0,0.0,4.027135812528651
75.0,7.0,4.0,2.0,6.0,5.0,54.0,6.0,23.0,0.0,4.318820558770089
56.0,0.0,5.0,2.0,6.0,5.0,42.0,4.0,23.0,1.0,4.027135812528651
0.0,5.0,6.0,1.0,6.0,6.0,57.0,7.0,23.0,1.0,-2.302585092994045
0.0,0.0,7.0,1.0,4.0,6.0,54.0,6.0,23.0,1.0,-2.302585092994045
75.0,6.0,6.0,3.0,6.0,6.0,55.0,6.0,23.0,1.0,4.318820558770089
1600.0,7.0,5.0,3.0,6.0,6.0,50.0,7.0,23.0,1.0,7.377821406274829
15.0,0.0,5.0,5.0,6.0,1.0,57.0,7.0,23.0,0.0,2.714694743820879
19.0,3.0,5.0,3.0,7.0,3.0,46.0,4.0,23.0,0.0,2.9496883350525844
16.0,7.0,6.0,2.0,6.0,6.0,53.0,6.0,23.0,1.0,2.778819271990417
42.0,2.0,3.0,3.0,5.0,0.0,32.0,7.0,23.0,0.0,3.740047740688336
18.0,5.0,5.0,2.0,5.0,3.0,53.0,5.0,23.0,1.0,2.89591193827178
0.0,3.0,3.0,3.0,6.0,1.0,39.0,6.0,23.0,0.0,-2.302585092994045
310.0,1.0,5.0,2.0,5.0,4.0,47.0,6.0,23.0,1.0,5.736894826106403
1600.0,7.0,5.0,2.0,4.0,2.0,57.0,4.0,23.0,0.0,7.377821406274829
23.0,5.0,6.0,3.0,6.0,6.0,49.0,6.0,23.0,1.0,3.139832617527748
20.0,1.0,5.0,4.0,6.0,5.0,31.0,5.0,23.0,0.0,3.0007198150650303
